Order,Level,Code,Parent,Code_comm,Parent,Description_complex,Description
1659213,4,681280000080,681200000080,6812.8,68.12,- Of crocidolite,"Fabricated crocidolite asbestos fibres; mixtures with a basis of crocidolite asbestos or with a basis of crocidolite asbestos and magnesium carbonate; articles of such mixtures or of crocidolite asbestos, e.g., thread, woven fabric, clothing, headgear, footwear, gaskets, whether or not reinforced (excl. friction material with a basis of crocidolite asbestos, and articles of crocidolite asbestos-cement)"
1659214,4,681291000010,681200000080,,68.12,- Other,
1659215,5,681291000080,681291000010,6812.91,,"-- Clothing, clothing accessories, footwear and headgear","Clothing, clothing accessories, footwear and headgear of asbestos or of mixtures with a basis of asbestos or a basis of asbestos and magnesium carbonate (excl. of crocidolite asbestos)"
1659216,5,681292000080,681291000010,6812.92,,"-- Paper, millboard and felt","Paper, millboard and felt of asbestos or of mixtures with a basis of asbestos or a basis of asbestos and magnesium carbonate (excl. containing < 35% by weight of asbestos and of crocidolite asbestos)"
1659217,5,681293000080,681291000010,6812.93,,"-- Compressed asbestos fibre jointing, in sheets or rolls","Compressed asbestos fibre jointing, in sheets or rolls (excl. of crocidolite asbestos)"
1659218,5,681299000080,681291000010,6812.99,,-- Other,"Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and magnesium carbonate; articles of such mixtures or of asbestos, e.g., yarn, thread, cords, string, woven or knitted fabric, whether or not reinforced (excl. of crocidolite asbestos; compressed asbestos fibre jointing, in sheets or rolls; paper, millboard and felt; clothing, clothing accessories, footwear and headgear; friction material with a basis of asbestos; articles of asbestos-cement)"
1659219,3,681300000080,680021000090,68.13,68,"Friction material and articles thereof (for example, sheets, rolls, strips, segments, discs, washers, pads), not mounted, for brakes, for clutches or the like, with a basis of asbestos, of other mineral substances or of cellulose, whether or not combined with textile or other materials","Friction material and articles thereof, e.g., sheets, rolls, strips, segments, discs, washers, pads, not mounted, for brakes, clutches or the like, with a basis of asbestos, other mineral substances or cellulose, whether or not combined with textile or other materials (excl. mounted friction material)"
1659220,4,681320000080,681300000080,6813.2,68.13,- Containing asbestos,"Friction material and articles thereof, e.g. sheets, rolls, strips, segments, discs, washers and pads, for clutches and the like, not mounted, containing asbestos, whether or not combined with textile or other materials"
1659221,4,681381000010,681300000080,,68.13,- Not containing asbestos,
1659222,5,681381000080,681381000010,6813.81,,-- Brake linings and pads,"Brake linings and pads, with a basis of mineral substances or cellulose, whether or not combined with textile or other materials (excl. containing asbestos)"
1659223,5,681389000080,681381000010,6813.89,,-- Other,"Friction material and articles thereof, e.g. sheets, rolls, strips, segments, discs, washers and pads, for clutches and the like, with a basis of mineral substances or cellulose, whether or not combined with textile or other materials (excl. containing asbestos, and brake linings and pads)"
1659224,3,681400000080,680021000090,68.14,68,"Worked mica and articles of mica, including agglomerated or reconstituted mica, whether or not on a support of paper, paperboard or other materials","Worked mica and articles of mica, incl. agglomerated or reconstituted mica, whether or not on a support of paper, paperboard or other materials (excl. electrical insulators, insulating fittings, resistors and capacitors, protective goggles of mica and their glasses, and mica in the form of Christmas tree decorations)"
1659225,4,681410000080,681400000080,6814.1,68.14,"- Plates, sheets and strips of agglomerated or reconstituted mica, whether or not on a support","Plates, sheets and strips of agglomerated or reconstituted mica, whether or not on a support of paper, paperboard or other materials, in rolls or merely cut into square or rectangular shapes"
1659226,4,681490000080,681400000080,6814.9,68.14,- Other,"Worked mica and articles of mica (excl. electrical insulators, insulating fittings, resistors and capacitors, protective goggles of mica and their glasses, mica in the form of Christmas tree decorations, and plates, sheets and strips of agglomerated or reconstituted mica, whether or not on supports)"
1659227,3,681500000080,680021000090,68.15,68,"Articles of stone or of other mineral substances (including carbon fibres, articles of carbon fibres and articles of peat), not elsewhere specified or included","Articles of stone or of other mineral substances, incl. carbon fibres, articles of carbon fibres and articles of peat, n.e.s."
1659228,4,681510000080,681500000080,6815.1,68.15,- Non-electrical articles of graphite or other carbon,"Articles of graphite or other carbon, incl. carbon fibres, for non-electrical purposes"
1659229,4,681520000080,681500000080,6815.2,68.15,- Articles of peat,Articles of peat (excl. textile products from peat fibres)
1659230,4,681591000010,681500000080,,68.15,- Other articles,
1659231,5,681591000080,681591000010,6815.91,,"-- Containing magnesite, dolomite or chromite","Articles of stone or other mineral substances, n.e.s. containing magnesite, dolomite or chromite"
1659232,5,681599000080,681591000010,6815.99,,-- Other,"Articles of stone or other mineral substances, n.e.s. (excl. containing magnesite, dolomite or chromite and articles of graphite or other carbon)"
1659233,2,690021000090,680011000090,69,XIII,CHAPTER 69 - CERAMIC PRODUCTS,CERAMIC PRODUCTS
1659234,3,690100000010,690021000090,,69,"I. GOODS OF SILICEOUS FOSSIL MEALS OR OF SIMILAR SILICEOUS EARTHS, AND REFRACTORY GOODS",
1659235,3,690100000080,690021000090,6901,69,"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals (for example, kieselguhr, tripolite or diatomite) or of similar siliceous earths","Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals, e.g. kieselguhr, tripolite or diatomite, or of similar siliceous earths"
1659236,3,690200000080,690021000090,69.02,69,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods, other than those of siliceous fossil meals or similar siliceous earths","Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods (excl. those of siliceous fossil meals or similar siliceous earths)"
1659237,4,690210000080,690200000080,6902.1,69.02,"- Containing, by weight, singly or together, more than 50 % of the elements Mg, Ca or Cr, expressed as MgO, CaO or Cr2O3","Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods containing, by weight, singly or together, > 50% of the elements Mg, Ca or Cr, expressed as MgO, CaO or Cr2O3"
1659238,4,690220000080,690200000080,6902.2,69.02,"- Containing, by weight, more than 50 % of alumina (Al2O3), of silica (SiO2) or of a mixture or compound of these products","Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods containing, by weight, > 50% alumina, silica or a mixture or compound of these products (excl. those of siliceous fossil meals or similar siliceous earths)"
1659239,4,690290000080,690200000080,6902.9,69.02,- Other,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods (excl. containing, by weight, singly or together, > 50% of the elements Mg, Ca or Cr, expressed as MgO, CaO or Cr2O3, containing, by weight, > 50% alumina, silica or a mixture or compound of these products and those of siliceous fossil meals or similar siliceous earths)"
1659240,3,690300000080,690021000090,69.03,69,"Other refractory ceramic goods (for example, retorts, crucibles, muffles, nozzles, plugs, supports, cupels, tubes, pipes, sheaths and rods), other than those of siliceous fossil meals or of similar siliceous earths","Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods and other refractory ceramic goods (excl. those of siliceous fossil meals or of similar siliceous earths, and refractory bricks, blocks, tiles and similar refractory ceramic constructional goods)"
1659241,4,690310000080,690300000080,6903.1,69.03,"- Containing, by weight, more than 50 % of graphite or other carbon or of a mixture of these products","Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods and other refractory ceramic goods, containing, by weight, > 50% graphite, other carbon or a mixture thereof (excl. refractory bricks, blocks, tiles and similar refractory ceramic constructional goods)"
1659242,4,690320000080,690300000080,6903.2,69.03,"- Containing, by weight, more than 50 % of alumina (Al2O3) or of a mixture or compound of alumina and of silica (SiO2)","Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods and other refractory ceramic goods, containing > 50% alumina, or a compound of alumina and silica (excl. refractory bricks, blocks, tiles and similar refractory ceramic constructional goods)"
1659243,4,690390000080,690300000080,6903.9,69.03,- Other,"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods and other refractory ceramic goods (excl. those of siliceous fossil meals or similar siliceous earths, those of heading 6902, containing > 50% carbon or containing > 50% by weight of alumina [Al203] or a mixture or compound of alumina and silica [SiO2])"
1659244,3,690400000010,690021000090,,69,II. OTHER CERAMIC PRODUCTS,
1659245,3,690400000080,690021000090,69.04,69,"Ceramic building bricks, flooring blocks, support or filler tiles and the like","Ceramic building bricks, flooring blocks, support or filler tiles and the like (excl. those of siliceous fossil meals or similar siliceous earths, refractory bricks of heading 6902, and flags and pavings, hearth and wall tiles of heading 6907 and 6908)"
1659246,4,690410000080,690400000080,6904.1,69.04,- Building bricks,"Building bricks (excl. those of siliceous fossil meals or similar siliceous earths, and refractory bricks of heading 6902)"
